Customer_id;recency;frequency;monetary;recency_score;frequency_score;monetary_score;RF_SCORE;segment
15351;13;10;3430;5;5;5;55;champions
15352;550;1;111;1;1;1;11;hibernating
15353;256;7;2794;2;4;4;24;at_Risk
15354;604;3;284;1;3;1;13;at_Risk
15355;30;2;277;4;2;1;42;potential_loyalists
15356;32;13;3240;4;5;5;45;loyal_customers
15358;6;42;16426;5;5;5;55;champions
15359;664;8;181;1;4;1;14;at_Risk
15360;41;1;428;4;1;2;41;promising
15361;363;4;689;2;3;3;23;at_Risk
15362;450;2;613;1;2;3;12;hibernating
15363;374;2;678;2;2;3;22;hibernating
15364;97;2;913;3;2;3;32;about_to_sleep
15365;27;13;4557;4;5;5;45;loyal_customers
15366;76;7;2389;3;4;4;34;loyal_customers
15367;58;11;5081;4;5;5;45;loyal_customers
15368;22;2;723;4;2;3;42;potential_loyalists
15369;493;11;6251;1;5;5;15;cant_loose
15370;42;8;3739;4;4;5;44;loyal_customers
15371;663;1;59;1;1;1;11;hibernating
15372;138;8;6017;3;4;5;34;loyal_customers
15373;9;17;3085;5;5;5;55;champions
15374;130;2;307;3;2;2;32;about_to_sleep
15375;691;1;61;1;1;1;11;hibernating
15376;41;3;1222;4;3;4;43;potential_loyalists
15377;384;4;1212;2;3;3;23;at_Risk
15378;464;2;247;1;2;1;12;hibernating
15379;170;8;4878;3;4;5;34;loyal_customers
15380;10;11;3249;5;5;5;55;champions
15381;215;5;1891;2;4;4;24;at_Risk
15382;16;12;13734;5;5;5;55;champions
15384;171;4;2028;3;3;4;33;need_attention
15385;41;3;942;4;3;3;43;potential_loyalists
15386;187;1;394;3;1;2;31;about_to_sleep
15387;493;1;469;1;1;2;11;hibernating
15388;271;1;141;2;1;1;21;hibernating
15389;173;5;2734;3;4;4;34;loyal_customers
15390;397;2;1217;2;2;4;22;hibernating
15391;585;1;290;1;1;2;11;hibernating
15392;6;7;2912;5;4;5;54;champions
15393;17;5;891;5;4;3;54;champions
15394;11;11;5287;5;5;5;55;champions
15395;327;1;107;2;1;1;21;hibernating
15396;114;2;796;3;2;3;32;about_to_sleep
15397;291;1;94;2;1;1;21;hibernating
15398;17;2;1346;5;2;4;52;potential_loyalists
15399;2;3;816;5;3;3;53;potential_loyalists
15400;93;8;1302;3;4;4;34;loyal_customers
15401;453;2;217;1;2;1;12;hibernating
15402;150;6;1831;3;4;4;34;loyal_customers
15403;493;2;171;1;2;1;12;hibernating
15404;377;1;257;2;1;1;21;hibernating
15405;190;2;660;3;2;3;32;about_to_sleep
15406;32;4;976;4;3;3;43;potential_loyalists
15407;35;4;1047;4;3;3;43;potential_loyalists
15408;265;1;267;2;1;1;21;hibernating
15409;722;1;131;1;1;1;11;hibernating
15410;85;10;4686;3;5;5;35;loyal_customers
15411;27;4;1349;4;3;4;43;potential_loyalists
15412;172;1;191;3;1;1;31;about_to_sleep
15413;693;5;6799;1;4;5;14;at_Risk
15414;11;3;775;5;3;3;53;potential_loyalists
15415;314;1;560;2;1;2;21;hibernating
15416;66;7;4573;3;4;5;34;loyal_customers
15417;86;1;509;3;1;2;31;about_to_sleep
15418;426;2;449;1;2;2;12;hibernating
15419;26;1;136;4;1;1;41;promising
15420;435;6;743;1;4;3;14;at_Risk
15421;60;10;3805;4;5;5;45;loyal_customers
15422;324;7;1620;2;4;4;24;at_Risk
15423;39;3;267;4;3;1;43;potential_loyalists
15424;255;3;598;2;3;2;23;at_Risk
15425;401;4;1941;2;3;4;23;at_Risk
15426;20;9;2156;5;5;4;55;champions
15427;34;3;1431;4;3;4;43;potential_loyalists
15428;16;4;763;5;3;3;53;potential_loyalists
15429;28;2;397;4;2;2;42;potential_loyalists
15430;469;2;955;1;2;3;12;hibernating
15431;504;1;153;1;1;1;11;hibernating
15432;24;2;321;4;2;2;42;potential_loyalists
15433;215;2;533;2;2;2;22;hibernating
15434;9;11;2567;5;5;4;55;champions
15435;23;1;149;4;1;1;41;promising
15436;13;3;1068;5;3;3;53;potential_loyalists
15437;263;2;393;2;2;2;22;hibernating
15438;132;1;157;3;1;1;31;about_to_sleep
15439;406;4;1269;2;3;4;23;at_Risk
15440;56;3;384;4;3;2;43;potential_loyalists
15441;397;3;1254;2;3;4;23;at_Risk
15442;250;1;594;2;1;2;21;hibernating
15443;3;14;5114;5;5;5;55;champions
15444;10;2;1411;5;2;4;52;potential_loyalists
15445;265;2;285;2;2;1;22;hibernating
15446;378;3;400;2;3;2;23;at_Risk
15447;332;5;493;2;4;2;24;at_Risk
15448;314;2;789;2;2;3;22;hibernating
15449;27;3;975;4;3;3;43;potential_loyalists
15450;31;1;430;4;1;2;41;promising
15451;435;2;227;1;2;1;12;hibernating
15452;31;6;1785;4;4;4;44;loyal_customers
15453;3;7;1372;5;4;4;54;champions
15454;363;2;306;2;2;2;22;hibernating
15455;599;1;38;1;1;1;11;hibernating
15456;284;10;2092;2;5;4;25;cant_loose
15457;263;1;237;2;1;1;21;hibernating
15458;26;2;370;4;2;2;42;potential_loyalists
15459;418;2;203;1;2;1;12;hibernating
15460;355;1;214;2;1;1;21;hibernating
15461;462;2;430;1;2;2;12;hibernating
15462;95;4;737;3;3;3;33;need_attention
15463;30;1;126;4;1;1;41;promising
15464;339;1;1045;2;1;3;21;hibernating
15465;21;32;12100;4;5;5;45;loyal_customers
15466;86;4;1560;3;3;4;33;need_attention
15467;10;3;525;5;3;2;53;potential_loyalists
15468;52;3;1430;4;3;4;43;potential_loyalists
15469;51;3;874;4;3;3;43;potential_loyalists
15470;577;1;63;1;1;1;11;hibernating
15471;3;3;1292;5;3;4;53;potential_loyalists
15472;114;1;372;3;1;2;31;about_to_sleep
15473;15;8;2046;5;4;4;54;champions
15474;597;1;150;1;1;1;11;hibernating
15475;78;1;454;3;1;2;31;about_to_sleep
15476;381;4;2210;2;3;4;23;at_Risk
15477;651;1;368;1;1;2;11;hibernating
15478;41;3;1983;4;3;4;43;potential_loyalists
15479;734;1;147;1;1;1;11;hibernating
15480;117;3;3592;3;3;5;33;need_attention
15481;402;1;1993;2;1;4;21;hibernating
15482;17;19;14417;5;5;5;55;champions
15483;162;10;818;3;5;3;35;loyal_customers
15484;2;6;4652;5;4;5;54;champions
15485;31;7;4811;4;4;5;44;loyal_customers
15486;528;1;102;1;1;1;11;hibernating
15487;681;1;231;1;1;1;11;hibernating
15488;94;5;432;3;4;2;34;loyal_customers
15489;24;8;2420;4;4;4;44;loyal_customers
15490;431;1;211;1;1;1;11;hibernating
15491;96;6;3100;3;4;5;34;loyal_customers
15492;29;2;659;4;2;3;42;potential_loyalists
15493;34;9;4122;4;5;5;45;loyal_customers
15494;22;5;3703;4;4;5;44;loyal_customers
15495;380;1;247;2;1;1;21;hibernating
15496;632;1;146;1;1;1;11;hibernating
15497;19;9;8657;5;5;5;55;champions
15498;4;44;24973;5;5;5;55;champions
15499;725;1;159;1;1;1;11;hibernating
15500;9;4;1132;5;3;3;53;potential_loyalists
15501;406;2;400;2;2;2;22;hibernating
15502;17;13;9848;5;5;5;55;champions
15503;364;2;257;2;2;1;22;hibernating
15504;82;4;403;3;3;2;33;need_attention
15505;54;5;3611;4;4;5;44;loyal_customers
15506;24;6;2030;4;4;4;44;loyal_customers
15507;173;1;476;3;1;2;31;about_to_sleep
15508;190;6;1000;3;4;3;34;loyal_customers
15509;381;1;152;2;1;1;21;hibernating
15510;332;1;250;2;1;1;21;hibernating
15511;13;5;901;5;4;3;54;champions
15512;157;4;332;3;3;2;33;need_attention
15513;34;35;26437;4;5;5;45;loyal_customers
15514;13;18;6392;5;5;5;55;champions
15515;388;1;172;2;1;1;21;hibernating
15516;46;3;62;4;3;1;43;potential_loyalists
15517;234;1;267;2;1;1;21;hibernating
15518;65;15;4190;3;5;5;35;loyal_customers
15519;384;2;345;2;2;2;22;hibernating
15520;3;1;344;5;1;2;51;new_customers
15521;41;16;7098;4;5;5;45;loyal_customers
15522;34;2;398;4;2;2;42;potential_loyalists
15523;85;16;17259;3;5;5;35;loyal_customers
15524;26;2;591;4;2;2;42;potential_loyalists
15525;3;4;890;5;3;3;53;potential_loyalists
15526;34;2;148;4;2;1;42;potential_loyalists
15527;20;23;5555;5;5;5;55;champions
15528;255;1;229;2;1;1;21;hibernating
15529;24;12;4784;4;5;5;45;loyal_customers
15530;23;5;1809;4;4;4;44;loyal_customers
15531;9;2;1972;5;2;4;52;potential_loyalists
15532;26;10;3739;4;5;5;45;loyal_customers
15533;20;3;808;5;3;3;53;potential_loyalists
15534;727;1;162;1;1;1;11;hibernating
15535;174;6;1044;3;4;3;34;loyal_customers
15536;410;1;259;2;1;1;21;hibernating
15537;164;1;111;3;1;1;31;about_to_sleep
15538;539;6;3358;1;4;5;14;at_Risk
15539;8;1;538;5;1;2;51;new_customers
15540;12;2;461;5;2;2;52;potential_loyalists
15541;115;1;85;3;1;1;31;about_to_sleep
15542;513;3;856;1;3;3;13;at_Risk
15543;289;2;242;2;2;1;22;hibernating
15544;10;20;7808;5;5;5;55;champions
15545;55;2;289;4;2;2;42;potential_loyalists
15546;608;2;1079;1;2;3;12;hibernating
15547;8;26;10057;5;5;5;55;champions
15548;597;1;158;1;1;1;11;hibernating
15549;78;8;2334;3;4;4;34;loyal_customers
15550;5;12;2211;5;5;4;55;champions
15551;38;7;1680;4;4;4;44;loyal_customers
15552;218;2;253;2;2;1;22;hibernating
15553;61;1;429;3;1;2;31;about_to_sleep
15554;279;1;217;2;1;1;21;hibernating
15555;13;36;11244;5;5;5;55;champions
15556;25;1;280;4;1;1;41;promising
15557;30;1;469;4;1;2;41;promising
15558;640;1;203;1;1;1;11;hibernating
15559;569;1;1109;1;1;3;11;hibernating
15560;399;2;154;2;2;1;22;hibernating
15561;13;8;1934;5;4;4;54;champions
15562;353;3;671;2;3;3;23;at_Risk
15563;23;7;2859;4;4;4;44;loyal_customers
15564;464;2;71;1;2;1;12;hibernating
15565;51;2;173;4;2;1;42;potential_loyalists
15566;394;2;228;2;2;1;22;hibernating
15567;20;1;186;5;1;1;51;new_customers
15568;4;3;758;5;3;3;53;potential_loyalists
15569;105;10;3583;3;5;5;35;loyal_customers
15570;8;25;8736;5;5;5;55;champions
15571;13;14;3892;5;5;5;55;champions
15572;6;10;3965;5;5;5;55;champions
15573;33;5;1188;4;4;3;44;loyal_customers
15574;179;6;1101;3;4;3;34;loyal_customers
15575;621;1;30,01,2026;1;1;1;11;hibernating
15576;39;1;921;4;1;3;41;promising
15577;152;5;396;3;4;2;34;loyal_customers
15578;163;1;127;3;1;1;31;about_to_sleep
15579;70;5;1251;3;4;4;34;loyal_customers
15580;378;8;1375;2;4;4;24;at_Risk
15581;123;37;4980;3;5;5;35;loyal_customers
15582;26;3;683;4;3;3;43;potential_loyalists
15583;377;1;96;2;1;1;21;hibernating
15584;25;6;1268;4;4;4;44;loyal_customers
15585;178;1;455;3;1;2;31;about_to_sleep
15586;594;3;1139;1;3;3;13;at_Risk
15587;51;7;1522;4;4;4;44;loyal_customers
15588;679;1;580;1;1;2;11;hibernating
15589;257;3;479;2;3;2;23;at_Risk
15590;383;5;1497;2;4;4;24;at_Risk
15591;584;3;218;1;3;1;13;at_Risk
15592;48;1;389;4;1;2;41;promising
15593;72;1;200;3;1;1;31;about_to_sleep
15594;17;5;1772;5;4;4;54;champions
15595;489;1;358;1;1;2;11;hibernating
15596;102;9;2728;3;5;4;35;loyal_customers
15597;36;2;563;4;2;2;42;potential_loyalists
15598;54;2;548;4;2;2;42;potential_loyalists
15599;28;3;1250;4;3;4;43;potential_loyalists
15600;429;4;1199;1;3;3;13;at_Risk
15601;12;30;14192;5;5;5;55;champions
15602;9;16;3138;5;5;5;55;champions
15603;80;2;88;3;2;1;32;about_to_sleep
15604;53;1;216;4;1;1;41;promising
15605;37;9;1742;4;5;4;45;loyal_customers
15606;62;17;5231;3;5;5;35;loyal_customers
15607;338;9;1709;2;5;4;25;cant_loose
15608;29;5;1786;4;4;4;44;loyal_customers
15609;185;1;298;3;1;2;31;about_to_sleep
15610;53;1;112;4;1;1;41;promising
15611;11;26;2997;5;5;5;55;champions
15612;37;2;195;4;2;1;42;potential_loyalists
15613;611;1;434;1;1;2;11;hibernating
15614;439;4;3147;1;3;5;13;at_Risk
15615;11;47;21374;5;5;5;55;champions
15616;439;1;317;1;1;2;11;hibernating
15617;397;3;829;2;3;3;23;at_Risk
15618;34;4;777;4;3;3;43;potential_loyalists
15619;12;1;336;5;1;2;51;new_customers
15620;58;4;1942;4;3;4;43;potential_loyalists
15621;5;4;1293;5;3;4;53;potential_loyalists
15622;44;17;7853;4;5;5;45;loyal_customers
15623;142;8;2437;3;4;4;34;loyal_customers
15624;118;4;588;3;3;2;33;need_attention
15625;105;9;3236;3;5;5;35;loyal_customers
15626;76;3;1068;3;3;3;33;need_attention
15627;458;2;567;1;2;2;12;hibernating
15628;6;17;5333;5;5;5;55;champions
15629;451;4;2241;1;3;4;13;at_Risk
15630;46;3;1481;4;3;4;43;potential_loyalists
15631;643;1;597;1;1;2;11;hibernating
15632;17;8;3285;5;4;5;54;champions
15633;510;13;4336;1;5;5;15;cant_loose
15634;18;2;555;5;2;2;52;potential_loyalists
15635;397;1;100;2;1;1;21;hibernating
15636;91;4;1445;3;3;4;33;need_attention
15637;54;5;798;4;4;3;44;loyal_customers
15638;380;6;2265;2;4;4;24;at_Risk
15639;135;3;1065;3;3;3;33;need_attention
15640;5;29;23494;5;5;5;55;champions
15641;106;12;5346;3;5;5;35;loyal_customers
15642;731;1;106;1;1;1;11;hibernating
15643;193;3;664;2;3;3;23;at_Risk
15644;167;4;804;3;3;3;33;need_attention
15645;20;3;1055;5;3;3;53;potential_loyalists
15646;159;5;785;3;4;3;34;loyal_customers
15647;416;1;169;1;1;1;11;hibernating
15648;205;2;640;2;2;3;22;hibernating
15649;337;4;1660;2;3;4;23;at_Risk
15650;523;2;554;1;2;2;12;hibernating
15651;38;5;1259;4;4;4;44;loyal_customers
15652;92;5;1406;3;4;4;34;loyal_customers
15653;94;2;877;3;2;3;32;about_to_sleep
15654;10;2;923;5;2;3;52;potential_loyalists
15655;244;1;561;2;1;2;21;hibernating
15656;46;4;749;4;3;3;43;potential_loyalists
15657;24;1;30;4;1;1;41;promising
15658;191;8;2117;2;4;4;24;at_Risk
15659;45;3;532;4;3;2;43;potential_loyalists
15660;26;15;2604;4;5;4;45;loyal_customers
15661;318;8;1216;2;4;3;24;at_Risk
15662;662;2;284;1;2;1;12;hibernating
15663;107;1;138;3;1;1;31;about_to_sleep
15664;52;4;1254;4;3;4;43;potential_loyalists
15665;169;5;3987;3;4;5;34;loyal_customers
15666;473;2;633;1;2;3;12;hibernating
15667;41;1;301;4;1;2;41;promising
15668;219;1;76;2;1;1;21;hibernating
15669;41;4;684;4;3;3;43;potential_loyalists
15670;298;2;325;2;2;2;22;hibernating
15671;20;7;2657;5;4;4;54;champions
15672;726;1;45;1;1;1;11;hibernating
15673;89;9;6204;3;5;5;35;loyal_customers
15674;74;13;6948;3;5;5;35;loyal_customers
15675;82;4;542;3;3;2;33;need_attention
15676;20;3;3436;5;3;5;53;potential_loyalists
15677;50;3;1306;4;3;4;43;potential_loyalists
15678;54;3;1826;4;3;4;43;potential_loyalists
15679;25;4;781;4;3;3;43;potential_loyalists
15680;10;10;4029;5;5;5;55;champions
15681;26;14;2990;4;5;5;45;loyal_customers
15682;600;2;318;1;2;2;12;hibernating
15683;118;2;525;3;2;2;32;about_to_sleep
15684;548;3;174;1;3;1;13;at_Risk
15685;451;1;56;1;1;1;11;hibernating
15686;421;1;90;1;1;1;11;hibernating
15687;10;9;2993;5;5;5;55;champions
15688;420;1;191;1;1;1;11;hibernating
15689;121;3;521;3;3;2;33;need_attention
15690;5;2;240;5;2;1;52;potential_loyalists
15691;253;4;571;2;3;2;23;at_Risk
15692;29;1;191;4;1;1;41;promising
15693;660;1;38;1;1;1;11;hibernating
15694;2;24;9978;5;5;5;55;champions
15695;268;4;1131;2;3;3;23;at_Risk
15696;34;13;3881;4;5;5;45;loyal_customers
15697;691;1;247;1;1;1;11;hibernating
15698;625;1;46;1;1;1;11;hibernating
15699;19;1;310;5;1;2;51;new_customers
15700;173;2;697;3;2;3;32;about_to_sleep
15701;3;4;1529;5;3;4;53;potential_loyalists
15702;477;2;140;1;2;1;12;hibernating
15703;266;1;212;2;1;1;21;hibernating
15704;141;6;3735;3;4;5;34;loyal_customers
15705;202;1;143;2;1;1;21;hibernating
15706;65;4;1061;3;3;3;33;need_attention
15707;36;4;917;4;3;3;43;potential_loyalists
15708;42;9;3887;4;5;5;45;loyal_customers
15709;285;2;328;2;2;2;22;hibernating
15710;418;1;899;1;1;3;11;hibernating
15711;558;2;420;1;2;2;12;hibernating
15712;10;12;3472;5;5;5;55;champions
15713;144;4;840;3;3;3;33;need_attention
15714;13;5;784;5;4;3;54;champions
15715;557;5;658;1;4;3;14;at_Risk
15716;147;11;2485;3;5;4;35;loyal_customers
15717;235;5;607;2;4;3;24;at_Risk
15718;541;1;294;1;1;2;11;hibernating
15719;34;31;10196;4;5;5;45;loyal_customers
15720;25;2;739;4;2;3;42;potential_loyalists
15721;13;1;471;5;1;2;51;new_customers
15722;37;11;5234;4;5;5;45;loyal_customers
15723;366;4;931;2;3;3;23;at_Risk
15724;202;3;311;2;3;2;23;at_Risk
15725;16;1;415;5;1;2;51;new_customers
15726;391;1;322;2;1;2;21;hibernating
15727;18;15;9372;5;5;5;55;champions
15728;381;2;545;2;2;2;22;hibernating
15729;214;3;193;2;3;1;23;at_Risk
15730;67;5;1727;3;4;4;34;loyal_customers
15731;555;1;125;1;1;1;11;hibernating
15732;213;10;1544;2;5;4;25;cant_loose
15733;284;1;162;2;1;1;21;hibernating
15734;116;4;2263;3;3;4;33;need_attention
15735;422;1;328;1;1;2;11;hibernating
15736;436;2;1767;1;2;4;12;hibernating
15737;16;8;1188;5;4;3;54;champions
15738;20;41;13043;5;5;5;55;champions
15739;67;1;449;3;1;2;31;about_to_sleep
15740;50;1;155;4;1;1;41;promising
15741;459;2;209;1;2;1;12;hibernating
15742;620;1;157;1;1;1;11;hibernating
15743;17;4;776;5;3;3;53;potential_loyalists
15744;79;1;35;3;1;1;31;about_to_sleep
15745;20;4;1095;5;3;3;53;potential_loyalists
15746;135;1;197;3;1;1;31;about_to_sleep
15747;14;9;2500;5;5;4;55;champions
15748;41;3;610;4;3;3;43;potential_loyalists
15749;236;3;44534;2;3;5;23;at_Risk
15750;4;18;6453;5;5;5;55;champions
15751;462;11;1380;1;5;4;15;cant_loose
15752;41;9;3925;4;5;5;45;loyal_customers
15753;306;1;79;2;1;1;21;hibernating
15754;52;9;3038;4;5;5;45;loyal_customers
15755;11;17;5993;5;5;5;55;champions
15756;62;4;528;3;3;2;33;need_attention
15757;67;6;2940;3;4;5;34;loyal_customers
15758;26;1;205;4;1;1;41;promising
15759;219;7;831;2;4;3;24;at_Risk
15761;444;1;143;1;1;1;11;hibernating
15762;66;2;584;3;2;2;32;about_to_sleep
15763;33;2;1087;4;2;3;42;potential_loyalists
15764;89;8;4503;3;4;5;34;loyal_customers
15765;668;1;371;1;1;2;11;hibernating
15766;65;3;831;3;3;3;33;need_attention
15768;117;34;15309;3;5;5;35;loyal_customers
15769;8;46;88613;5;5;5;55;champions
15770;614;1;321;1;1;2;11;hibernating
15771;605;3;1007;1;3;3;13;at_Risk
15772;419;1;281;1;1;1;11;hibernating
15773;7;2;775;5;2;3;52;potential_loyalists
15774;70;6;1288;3;4;4;34;loyal_customers
15775;246;2;151;2;2;1;22;hibernating
15776;134;1;242;3;1;1;31;about_to_sleep
15777;242;7;1763;2;4;4;24;at_Risk
15778;432;1;308;1;1;2;11;hibernating
15779;464;2;124;1;2;1;12;hibernating
15780;185;3;475;3;3;2;33;need_attention
15781;26;3;345;4;3;2;43;potential_loyalists
15782;11;4;4014;5;3;5;53;potential_loyalists
15783;12;1;246;5;1;1;51;new_customers
15784;469;2;848;1;2;3;12;hibernating
15785;34;16;5970;4;5;5;45;loyal_customers
15786;47;5;8502;4;4;5;44;loyal_customers
15787;27;3;933;4;3;3;43;potential_loyalists
15788;510;1;222;1;1;1;11;hibernating
15789;359;6;1962;2;4;4;24;at_Risk
15790;11;1;219;5;1;1;51;new_customers
15791;45;5;3608;4;4;5;44;loyal_customers
15792;401;2;934;2;2;3;22;hibernating
15793;16;8;2400;5;4;4;54;champions
15794;737;2;777;1;2;3;12;hibernating
15795;151;8;1980;3;4;4;34;loyal_customers
15796;2;17;5172;5;5;5;55;champions
15797;114;6;2821;3;4;4;34;loyal_customers
15798;494;3;1535;1;3;4;13;at_Risk
15799;77;4;1421;3;3;4;33;need_attention
15800;108;7;1227;3;4;4;34;loyal_customers
15801;47;3;1064;4;3;3;43;potential_loyalists
15802;144;1;451;3;1;2;31;about_to_sleep
15803;52;4;1930;4;3;4;43;potential_loyalists
15804;2;13;4206;5;5;5;55;champions
15805;24;30;10149;4;5;5;45;loyal_customers
15806;47;3;785;4;3;3;43;potential_loyalists
15807;51;5;1818;4;4;4;44;loyal_customers
15808;307;21;17180;2;5;5;25;cant_loose
15809;37;7;1274;4;4;4;44;loyal_customers
15810;80;8;2999;3;4;5;34;loyal_customers
15811;23;7;3486;4;4;5;44;loyal_customers
15812;108;12;5201;3;5;5;35;loyal_customers
15813;209;2;1304;2;2;4;22;hibernating
15814;18;6;2634;5;4;4;54;champions
15815;65;5;2101;3;4;4;34;loyal_customers
15816;543;2;144;1;2;1;12;hibernating
15817;422;3;2766;1;3;4;13;at_Risk
15818;589;1;341;1;1;2;11;hibernating
15819;50;10;3935;4;5;5;45;loyal_customers
15820;321;1;207;2;1;1;21;hibernating
15821;45;2;571;4;2;2;42;potential_loyalists
15822;4;6;1840;5;4;4;54;champions
15823;373;3;3882;2;3;5;23;at_Risk
15824;454;2;891;1;2;3;12;hibernating
15825;173;1;533;3;1;2;31;about_to_sleep
15826;57;4;2598;4;3;4;43;potential_loyalists
15827;74;28;3603;3;5;5;35;loyal_customers
15828;376;1;1109;2;1;3;21;hibernating
15829;100;2;636;3;2;3;32;about_to_sleep
15830;39;1;576;4;1;2;41;promising
15831;59;3;795;4;3;3;43;potential_loyalists
15832;255;1;837;2;1;3;21;hibernating
15833;739;1;80;1;1;1;11;hibernating
15834;71;7;3764;3;4;5;34;loyal_customers
15835;45;4;954;4;3;3;43;potential_loyalists
15836;51;1;137;4;1;1;41;promising
15837;66;2;777;3;2;3;32;about_to_sleep
15838;12;34;73206;5;5;5;55;champions
15839;34;3;1048;4;3;3;43;potential_loyalists
15840;60;2;356;4;2;2;42;potential_loyalists
15841;74;9;2742;3;5;4;35;loyal_customers
15842;394;2;549;2;2;2;22;hibernating
15843;305;1;119;2;1;1;21;hibernating
15844;47;1;131;4;1;1;41;promising
15845;19;11;4426;5;5;5;55;champions
15846;386;1;107;2;1;1;21;hibernating
15847;39;5;823;4;4;3;44;loyal_customers
15848;623;1;138;1;1;1;11;hibernating
15850;20;6;1007;5;4;3;54;champions
15851;528;1;110;1;1;1;11;hibernating
15852;188;3;257;3;3;1;33;need_attention
15853;53;1;111;4;1;1;41;promising
15854;5;21;5578;5;5;5;55;champions
15855;138;6;1053;3;4;3;34;loyal_customers
15856;5;52;32276;5;5;5;55;champions
15857;20;2;570;5;2;2;52;potential_loyalists
15858;17;13;3552;5;5;5;55;champions
15859;433;1;438;1;1;2;11;hibernating
15860;42;17;2361;4;5;4;45;loyal_customers
15861;13;12;4369;5;5;5;55;champions
15862;9;13;2512;5;5;4;55;champions
15863;27;5;355;4;4;2;44;loyal_customers
15864;23;7;2181;4;4;4;44;loyal_customers
15865;42;5;2241;4;4;4;44;loyal_customers
15866;102;1;212;3;1;1;31;about_to_sleep
15867;6;31;8923;5;5;5;55;champions
15868;584;1;95;1;1;1;11;hibernating
15869;278;3;321;2;3;2;23;at_Risk
15870;34;4;857;4;3;3;43;potential_loyalists
15871;438;1;33;1;1;1;11;hibernating
15872;16;4;729;5;3;3;53;potential_loyalists
15873;501;4;314;1;3;2;13;at_Risk
15874;65;21;11285;3;5;5;35;loyal_customers
15875;647;1;109;1;1;1;11;hibernating
15876;410;2;1449;2;2;4;22;hibernating
15877;3;2;490;5;2;2;52;potential_loyalists
15878;563;2;331;1;2;2;12;hibernating
15879;405;4;1138;2;3;3;23;at_Risk
15880;370;1;329;2;1;2;21;hibernating
15881;313;5;501;2;4;2;24;at_Risk
15882;200;8;1125;2;4;3;24;at_Risk
15883;3;2;396;5;2;2;52;potential_loyalists
15884;433;2;245;1;2;1;12;hibernating
15885;94;15;1952;3;5;4;35;loyal_customers
15886;61;4;1053;3;3;3;33;need_attention
15887;408;3;1027;2;3;3;23;at_Risk
15888;82;3;429;3;3;2;33;need_attention
15889;158;8;1428;3;4;4;34;loyal_customers
15890;396;5;536;2;4;2;24;at_Risk
15891;228;1;512;2;1;2;21;hibernating
15892;670;1;128;1;1;1;11;hibernating
15893;483;1;305;1;1;2;11;hibernating
15894;254;2;258;2;2;1;22;hibernating
15895;151;1;179;3;1;1;31;about_to_sleep
15897;195;2;209;2;2;1;22;hibernating
15898;2;25;4996;5;5;5;55;champions
15899;370;1;56;2;1;1;21;hibernating
15900;25;4;887;4;3;3;43;potential_loyalists
15901;18;7;688;5;4;3;54;champions
15902;381;1;145;2;1;1;21;hibernating
15903;11;12;8940;5;5;5;55;champions
15904;9;1;165;5;1;1;51;new_customers
15905;544;1;115;1;1;1;11;hibernating
15906;21;10;2530;4;5;4;45;loyal_customers
15907;5;3;883;5;3;3;53;potential_loyalists
15908;492;2;759;1;2;3;12;hibernating
15909;175;1;192;3;1;1;31;about_to_sleep
15910;2;15;2661;5;5;4;55;champions
15911;625;8;1700;1;4;4;14;at_Risk
15912;179;9;1075;3;5;3;35;loyal_customers
15913;535;1;6,03,2026;1;1;1;11;hibernating
15914;379;2;206;2;2;1;22;hibernating
15915;403;1;364;2;1;2;21;hibernating
15916;17;13;3145;5;5;5;55;champions
15917;249;5;530;2;4;2;24;at_Risk
15918;192;3;583;2;3;2;23;at_Risk
15919;21;2;526;4;2;2;42;potential_loyalists
15920;155;9;569;3;5;2;35;loyal_customers
15921;174;4;775;3;3;3;33;need_attention
15922;374;1;370;2;1;2;21;hibernating
15923;374;1;127;2;1;1;21;hibernating
15924;732;1;103;1;1;1;11;hibernating
15925;195;1;207;2;1;1;21;hibernating
15926;543;1;134;1;1;1;11;hibernating
15927;648;1;107;1;1;1;11;hibernating
15928;657;1;294;1;1;2;11;hibernating
15929;645;1;594;1;1;2;11;hibernating
15930;68;1;427;3;1;2;31;about_to_sleep
15931;429;1;240;1;1;1;11;hibernating
15932;5;8;2496;5;4;4;54;champions
15933;22;3;1107;4;3;3;43;potential_loyalists
15934;419;2;2191;1;2;4;12;hibernating
15935;240;2;417;2;2;2;22;hibernating
15936;380;2;283;2;2;1;22;hibernating
15937;65;1;145;3;1;1;31;about_to_sleep
15938;113;9;735;3;5;3;35;loyal_customers
15939;91;16;9060;3;5;5;35;loyal_customers
15940;312;1;36;2;1;1;21;hibernating
15941;638;1;405;1;1;2;11;hibernating
15942;135;1;337;3;1;2;31;about_to_sleep
15943;651;2;271;1;2;1;12;hibernating
15944;278;4;2164;2;4;4;24;at_Risk
15945;366;4;646;2;4;3;24;at_Risk
15946;504;3;2304;1;3;4;13;at_Risk
15947;84;1;1708;3;1;4;31;about_to_sleep
15948;9;3;1509;5;3;4;53;potential_loyalists
15949;18;2;365;5;2;2;52;potential_loyalists
15950;33;10;7121;4;5;5;45;loyal_customers
15951;10;3;1013;5;3;3;53;potential_loyalists
15952;35;4;782;4;4;3;44;loyal_customers
15953;16;18;3440;5;5;5;55;champions
15954;590;1;191;1;1;1;11;hibernating
15955;25;22;8086;4;5;5;45;loyal_customers
