StockCode;Description;Urun_Toplam_Ciro;Toplam_Satilan_Adet;Ciro_Payi_Yuzdesi
23157;SET OF 6 NATIVITY MAGNETS ;5031,55;2530;74,23
23177;TREASURE ISLAND BOOK BOX;5029,80;2428;74,26
22165;DIAMANTE HEART SHAPED WALL MIRROR, ;5020,41;783;74,29
46000S;POLYESTER FILLER PAD 40x40cm;5003,95;3451;74,32
35832;WOOLLY HAT SOCK GLOVE ADVENT STRING;4995,85;1687;74,35
21872;GLAMOROUS  MUG;4993,00;5032;74,38
23132;SMALL IVORY HEART WALL ORGANISER;4989,08;1008;74,41
21112;SWISS ROLL TOWEL, PINK  SPOTS;4972,63;2077;74,44
22687;DOORMAT CHRISTMAS VILLAGE;4966,93;837;74,46
40016;CHINESE DRAGON PAPER LANTERNS;4961,12;15301;74,49
22534;MAGIC DRAWING SLATE SPACEBOY ;4954,26;12269;74,52
21730;GLASS STAR FROSTED T-LIGHT HOLDER;4952,09;1047;74,55
22030;SWALLOWS GREETING CARD;4948,05;12340;74,58
22443;GROW YOUR OWN HERBS SET OF 3;4945,44;648;74,61
35004B;SET OF 3 BLACK FLYING DUCKS;4937,80;1228;74,64
21528;DAIRY MAID TRADITIONAL TEAPOT ;4937,65;831;74,67
22602;CHRISTMAS RETROSPOT HEART WOOD;4936,99;6067;74,70
85038;6 CHOCOLATE LOVE HEART T-LIGHTS;4935,76;2502;74,73
22737;RIBBON REEL CHRISTMAS PRESENT ;4925,54;2998;74,76
23154;SET OF 4 JAM JAR MAGNETS;4922,01;2441;74,79
23556;LANDMARK FRAME COVENT GARDEN ;4912,05;435;74,81
21069;VINTAGE BILLBOARD TEA MUG;4909,40;4901;74,84
22335;HEART DECORATION PAINTED ZINC ;4895,10;8034;74,87
23310;BUBBLEGUM RING ASSORTED;4894,83;11891;74,90
22957;SET 3 PAPER VINTAGE CHICK PAPER EGG;4872,30;1746;74,93
22175;PINK OWL SOFT TOY;4867,48;1750;74,96
22894;TABLECLOTH RED APPLES DESIGN ;4861,95;541;74,99
22196;SMALL HEART MEASURING SPOONS;4860,70;5785;75,02
22378;WALL TIDY RETROSPOT ;4850,66;3046;75,05
85132C;CHARLIE AND LOLA FIGURES TINS;4843,53;1919;75,07
22186;RED STAR CARD HOLDER;4840,84;1904;75,10
22433;WATERING CAN GREEN DINOSAUR;4833,92;2676;75,13
21832;CHOCOLATE CALCULATOR;4833,23;2995;75,16
84937;KASHMIR FOLKART TUMBLERS;4827,82;2486;75,19
22156;HEART DECORATION WITH PEARLS ;4816,42;5717;75,22
23263;SET OF 3 WOODEN HEART DECORATIONS;4791,58;3717;75,25
23162;REGENCY TEA STRAINER;4789,24;1362;75,27
21700;BIG DOUGHNUT FRIDGE MAGNETS;4786,83;5727;75,30
22610;PENS ASSORTED FUNNY FACE;4764,98;12170;75,33
84032A;CHARLIE+LOLA PINK HOT WATER BOTTLE;4745,26;2280;75,36
23555;LANDMARK FRAME NOTTING HILL ;4730,65;419;75,41
23554;LANDMARK FRAME OXFORD STREET;4730,65;419;75,41
22906;12 MESSAGE CARDS WITH ENVELOPES;4716,00;2960;75,44
85061W;WHITE JEWELLED HEART DECORATION;4714,52;5858;75,47
22956;36 FOIL HEART CAKE CASES;4699,37;2438;75,50
82599;FANNY'S REST STOPMETAL SIGN;4695,30;2312;75,53
23052;RECYCLED ACAPULCO MAT TURQUOISE;4694,75;571;75,55
21056;DOCTOR'S BAG SOFT TOY;4681,63;525;75,58
22896;PEG BAG APPLE DESIGN;4680,37;1970;75,61
37446;MINI CAKE STAND WITH HANGING CAKES;4677,40;3496;75,64
23295;SET OF 12 MINI LOAF BAKING CASES;4670,63;5957;75,66
22412;METAL SIGN NEIGHBOURHOOD WITCH ;4661,10;2286;75,69
22399;MAGNETS PACK OF 4 CHILDHOOD MEMORY;4659,84;3996;75,72
20978;36 PENCILS TUBE SKULLS;4654,17;3789;75,75
22434;BALLOON PUMP WITH 10 BALLOONS;4654,13;2521;75,77
22442;GROW YOUR OWN FLOWERS SET OF 3;4653,66;858;75,80
21577;SAVE THE PLANET COTTON TOTE BAG;4648,50;2210;75,83
22472;TV DINNER TRAY DOLLY GIRL;4644,27;1049;75,86
22998;TRAVEL CARD WALLET KEEP CALM;4641,32;11645;75,88
22509;SEWING BOX RETROSPOT DESIGN ;4640,40;372;75,91
22115;METAL SIGN EMPIRE TEA;4639,53;2709;75,94
23314;VINTAGE CHRISTMAS TABLECLOTH;4638,52;391;75,97
84270;ASSTD DESIGN BUBBLE GUM RING;4622,10;22410;75,99
22688;DOORMAT PEACE ON EARTH BLUE;4621,36;856;76,02
21896;POTTING SHED TWINE;4618,08;2297;76,05
23165;LARGE CERAMIC TOP STORAGE JAR;4617,90;2950;76,07
21407;BROWN CHECK CAT DOORSTOP ;4606,25;1128;76,10
23558;LANDMARK FRAME LONDON BRIDGE ;4604,20;410;76,13
22200;FRYING PAN PINK POLKADOT ;4602,79;1155;76,16
22691;DOORMAT WELCOME SUNRISE;4602,26;718;76,18
22562;MONSTERS STENCIL CRAFT;4600,54;3938;76,21
21544;SKULLS  WATER TRANSFER TATTOOS ;4599,50;5750;76,24
22128;PARTY CONES CANDY ASSORTED;4588,65;3867;76,27
85049G;CHOCOLATE BOX RIBBONS ;4570,50;3761;76,29
21116;OWL DOORSTOP;4569,54;954;76,32
23234;BISCUIT TIN VINTAGE CHRISTMAS;4567,38;1632;76,35
23159;SET OF 5 PANCAKE DAY MAGNETS;4562,73;2255;76,37
22305;COFFEE MUG PINK PAISLEY DESIGN;4559,80;2230;76,40
23286;BLUE VINTAGE SPOT BEAKER;4528,29;4901;76,43
22604;SET OF 4 NAPKIN CHARMS CUTLERY;4512,61;1924;76,45
22222;CAKE PLATE LOVEBIRD WHITE;4512,45;1219;76,48
21363;HOME SMALL WOOD LETTERS;4509,45;911;76,51
23569;TRADTIONAL ALPHABET STAMP SET;4497,30;926;76,53
22772;PINK DRAWER KNOB ACRYLIC EDWARDIAN;4496,91;3800;76,56
22241;"GARLAND , WOODEN  "" HAPPY EASTER""";4483,06;3806;76,59
47568;ENGLISH ROSE DESIGN PEG BAG;4478,78;2262;76,61
21713;CITRONELLA CANDLE FLOWERPOT;4472,25;2565;76,64
21986;PACK OF 12 PINK SPOT TISSUES ;4469,15;13103;76,67
22583;PACK OF 6 HANDBAG GIFT BOXES;4455,60;1764;76,69
85063;CREAM SWEETHEART MAGAZINE RACK;4455,25;275;76,72
22304;COFFEE MUG BLUE PAISLEY DESIGN;4455,11;2330;76,74
21614;SET OF 12 ROSE BOTANICAL T-LIGHTS;4452,65;1607;76,77
85184D;S/4 BLUE ROUND DECOUPAGE BOXES;4445,14;8294;76,80
23010;CIRCUS PARADE BABY GIFT SET;4444,75;285;76,82
48197;DOOR MAT BIRD ON THE WIRE;4437,95;785;76,85
21718;RED METAL BEACH SPADE ;4412,57;3691;76,88
22218;CAKE STAND LACE WHITE;4406,75;1113;76,90
22027;TEA PARTY BIRTHDAY CARD;4395,65;10808;76,93
84467;ENGLISH ROSE DESIGN QUILTED THROW;4391,10;306;76,95
22203;MILK PAN RED RETROSPOT;4386,64;1227;76,98
23285;PINK VINTAGE SPOT BEAKER;4384,83;4679;77,01
22672;FRENCH BATHROOM SIGN BLUE METAL;4382,67;2723;77,03
21984;PACK OF 12 PINK PAISLEY TISSUES ;4380,00;15150;77,06
15044B;BLUE PAPER PARASOL ;4376,40;1624;77,08
23176;ABC TREASURE BOOK BOX ;4373,26;2088;77,11
22276;WASH BAG VINTAGE ROSE PAISLEY;4372,50;1780;77,13
20977;36 PENCILS TUBE WOODLAND;4357,64;3508;77,16
21981;PACK OF 12 WOODLAND TISSUES ;4355,19;15859;77,19
23526;WALL ART DOG LICENCE ;4346,82;882;77,21
23198;PANTRY MAGNETIC  SHOPPING LIST;4341,19;3063;77,24
21313;GLASS HEART T-LIGHT HOLDER ;4338,75;5823;77,26
82581;TOILET METAL SIGN;4337,97;8125;77,29
22571;ROCKING HORSE RED CHRISTMAS ;4336,81;5293;77,31
21706;FOLDING UMBRELLA , RED/WHITE SPOT;4334,53;1210;77,34
21471;STRAWBERRY RAFFIA FOOD COVER;4324,95;1225;77,37
84968A;S/16 VINTAGE ROSE CUTLERY;4302,45;351;77,39
21071;VINTAGE BILLBOARD DRINK ME MUG;4299,70;3981;77,42
23275;SET OF 3 HANGING OWLS OLLIE BEAK;4291,17;3613;77,44
22318;FIVE HEART HANGING DECORATION;4281,15;1461;77,47
21578;WOODLAND DESIGN  COTTON TOTE BAG;4275,00;1908;77,49
22374;AIRLINE BAG VINTAGE JET SET RED;4273,34;894;77,52
21878;PACK OF 6 SANDCASTLE FLAGS ASSORTED;4273,17;5383;77,54
22732;3D VINTAGE CHRISTMAS STICKERS ;4263,59;3467;77,57
23288;GREEN VINTAGE SPOT BEAKER;4261,89;4505;77,59
84968C;S/16 VINTAGE PISTACHIO CUTLERY;4254,30;354;77,62
15044D;RED PAPER PARASOL;4252,84;1544;77,64
22908;PACK OF 20 NAPKINS RED APPLES;4246,44;5430;77,67
21967;PACK OF 12 SKULL TISSUES;4246,29;15449;77,69
22593;CHRISTMAS GINGHAM STAR;4246,11;5067;77,72
23503;PLAYING CARDS KEEP CALM & CARRY ON;4242,96;3432;77,74
22361;temp;4242,65;1535;77,77
23530;WALL ART ONLY ONE PERSON ;4241,25;1037;77,79
21564;PINK  HEART SHAPE LOVE BUCKET ;4237,47;1897;77,82
22892;SET OF SALT AND PEPPER TOADSTOOLS;4236,81;3477;77,84
23166;MEDIUM CERAMIC TOP STORAGE JAR;4233,13;3701;77,87
22110;BIRD HOUSE HOT WATER BOTTLE;4233,11;1866;77,89
21249;WOODLAND  HEIGHT CHART STICKERS ;4233,05;1559;77,92
22611;VINTAGE UNION JACK SHOPPING BAG;4227,60;896;77,94
84509A;ENGLISH ROSE PLACEMATS;4224,89;1179;77,97
22071;SMALL RETRO SPOT MUG IN BOX  WHITE;4220,70;1504;77,99
20747;PICCADILLY TEA SET;4212,55;309;78,02
21916;SET 12 RETRO WHITE CHALK STICKS;4211,98;10417;78,04
23237;SET OF 4 KNICK KNACK TINS LEAVES ;4208,05;1043;78,07
23494;VINTAGE DOILY DELUXE SEWING KIT ;4194,90;722;78,09
23389;SPACEBOY MINI BACKPACK;4188,45;1043;78,12
21506;FANCY FONT BIRTHDAY CARD, ;4186,92;10430;78,14
22291;SPRING DEC , HANGING CHICK CREAM;4185,30;3090;78,17
23167;SMALL CERAMIC TOP STORAGE JAR ;4184,18;5666;78,19
22801;ANTIQUE GLASS PEDESTAL BOWL;4175,85;1144;78,22
22653;BUTTON BOX ;4158,36;2198;78,24
22299;PIG KEYRING WITH LIGHT & SOUND ;4147,69;3795;78,27
15060B;FAIRY CAKE DESIGN UMBRELLA;4138,17;1137;78,29
20681;PINK SPOTTY CHILDS UMBRELLA;4135,75;1303;78,32
21590;KINGS CHOICE CIGAR BOX MATCHES ;4128,78;3438;78,34
21609;SET 12 LAVENDER  BOTANICAL T-LIGHTS;4127,45;1487;78,36
21591;COSY HOUR CIGAR BOX MATCHES ;4124,33;3325;78,39
79341;WILLOW BRANCH LIGHTS.;4121,25;703;78,41
85184C;S/4 VALENTINE DECOUPAGE HEART BOX;4117,08;2098;78,44
23404;HOME SWEET HOME BLACKBOARD;4108,58;969;78,46
23205;CHARLOTTE BAG VINTAGE ALPHABET ;4105,02;5150;78,49
21899;KEY FOB , GARAGE DESIGN;4090,93;6515;78,51
22733;3D TRADITIONAL CHRISTMAS STICKERS;4080,04;3276;78,53
22476;EMPIRE UNION JACK TV DINNER TRAY;4079,47;1221;78,56
16161U;WRAP,SUKI AND FRIENDS;4074,42;10001;78,58
22426;ENAMEL WASH BOWL CREAM;4073,30;1182;78,61
21534;DAIRY MAID LARGE MILK JUG;4071,75;851;78,63
23397;FOOT STOOL HOME SWEET HOME ;4069,90;434;78,65
23241;TREASURE TIN GYMKHANA DESIGN;4060,00;2005;78,68
21474;SWEETHEART CREAM STEEL FOLDIN BENCH;4049,85;203;78,70
22451;SILK PURSE RUSSIAN DOLL RED;4048,85;1243;78,73
10135;COLOURING PENCILS BROWN TUBE;4048,14;3887;78,75
22760;TRAY, BREAKFAST IN BED;4041,15;337;78,77
22075;6 RIBBONS ELEGANT CHRISTMAS ;4031,27;2801;78,80
22285;DECORATION HEN ON NEST, HANGING;4028,55;2631;78,82
21537;RETRO SPOTS PUDDING BOWL;4024,75;967;78,85
22601;CHRISTMAS RETROSPOT ANGEL WOOD;4016,07;4923;78,87
22833;HALL CABINET WITH 3 DRAWERS;4013,59;118;78,89
22127;PARTY CONES CARNIVAL ASSORTED;3998,45;3445;78,92
84968D;S/16 VINTAGE RED CUTLERY;3983,37;341;78,94
21355;TOAST ITS - I LOVE YOU ;3982,15;3339;78,96
22574;HEART WOODEN CHRISTMAS DECORATION;3980,62;4684;78,99
22959;WRAP CHRISTMAS VILLAGE;3960,96;9688;79,01
23163;REGENCY SUGAR TONGS;3949,70;1714;79,03
22053;EMPIRE DESIGN ROSETTE;3948,92;4518;79,06
22721;SET OF 3 CAKE TINS SKETCHBOOK;3942,82;908;79,08
79320;FLAMINGO LIGHTS;3940,70;862;79,10
21811;CHRISTMAS HANGING HEART WITH BELL;3937,97;5759;79,13
21707;FOLDING UMBRELLA , BLACK/BLUE  SPOT;3933,62;952;79,15
23129;HEART SHAPED HOLLY WREATH;3933,18;942;79,17
22851;SET 20 NAPKINS FAIRY CAKES DESIGN ;3931,86;4992;79,20
21245;GREEN  SPOTTY PLATE ;3930,74;2434;79,22
22474;SPACEBOY TV DINNER TRAY;3928,14;894;79,24
20982;12 PENCILS TALL TUBE SKULLS;3899,93;4601;79,27
22278;OVERNIGHT BAG VINTAGE ROSE PAISLEY;3899,05;799;79,29
85132A;CHARLIE + LOLA BISCUITS TINS;3896,65;1183;79,31
22449;SILK PURSE RUSSIAN DOLL PINK;3886,53;1176;79,34
22612;TEA COSY VINTAGE UNION JACK;3885,93;988;79,36
72807B;SET/3 OCEAN SCENT CANDLE JEWEL BOX;3884,51;955;79,38
22790;MIRROR, ARCHED GEORGIAN;3884,00;200;79,40
23144;ZINC T-LIGHT HOLDER STARS SMALL;3879,98;4894;79,43
23340;VINTAGE CHRISTMAS CAKE FRILL;3879,45;2453;79,45
22425;ENAMEL COLANDER CREAM;3879,26;807;79,47
23486;ANTIQUE HEART SHELF UNIT;3879,15;267;79,50
37447;CERAMIC CAKE DESIGN SPOTTED PLATE;3876,97;2693;79,52
22548;HEADS AND TAILS SPORTING FUN;3873,10;3315;79,54
23557;LANDMARK FRAME BAKER STREET ;3867,85;347;79,56
72802B;OCEAN SCENT CANDLE IN JEWELLED BOX;3862,88;1478;79,59
22530;MAGIC DRAWING SLATE DOLLY GIRL ;3862,44;9630;79,61
23255;CHILDRENS CUTLERY CIRCUS PARADE;3852,44;962;79,63
46000M;POLYESTER FILLER PAD 45x45cm;3851,75;2485;79,66
20961;STRAWBERRY BATH SPONGE ;3850,66;3138;79,68
21987;PACK OF 6 SKULL PAPER CUPS;3848,80;6320;79,70
22736;RIBBON REEL MAKING SNOWMEN ;3834,26;2334;79,72
21901;KEY FOB , BACK DOOR ;3833,42;6014;79,75
21153;RED SPOTTY TABLECLOTH ;3832,50;370;79,77
84279P;CHERRY BLOSSOM  DECORATIVE FLASK;3831,27;1057;79,79
22167;WALL MIRROR , DIAMANTE OVAL SHAPE;3830,90;526;79,81
23306;SET OF 36 DOILIES PANTRY DESIGN;3819,94;2692;79,84
21143;ANTIQUE GLASS HEART DECORATION ;3819,45;2003;79,86
21068;VINTAGE BILLBOARD LOVE/HATE MUG;3817,23;3901;79,88
22600;CHRISTMAS RETROSPOT STAR WOOD;3793,36;4594;79,90
71038;WHITE HANGING BEADS CANDLE HOLDER;3789,25;717;79,93
22747;POPPY'S PLAYHOUSE BATHROOM;3789,00;1870;79,95
51014A;FEATHER PEN,HOT PINK;3787,76;6048;79,97
22639;SET OF 4 NAPKIN CHARMS HEARTS;3776,22;1598;79,99
20967;GREY FLORAL FELTCRAFT SHOULDER BAG;3771,09;1023;80,02
23012;GLASS APOTHECARY BOTTLE PERFUME;3763,64;1014;80,04
23050;RECYCLED ACAPULCO MAT GREEN;3763,55;459;80,06
21679;SKULLS  STICKERS;3756,47;4691;80,08
22359;temp;3755,77;1227;80,11
22926;IVORY GIANT GARDEN THERMOMETER;3753,55;649;80,13
23193;BUFFALO BILL TREASURE BOOK BOX;3750,57;1847;80,15
23184;BULL DOG BOTTLE OPENER;3749,50;778;80,17
23130;MISTLETOE HEART WREATH GREEN;3748,42;918;80,19
20674;GREEN SPOTTY BOWL;3748,09;3096;80,22
22454;MEASURING TAPE RUSSIAN DOLL RED;3744,70;1354;80,24
22573;STAR WOODEN CHRISTMAS DECORATION;3739,34;4502;80,26
72349B;SET/6 PURPLE BUTTERFLY T-LIGHTS;3734,04;1914;80,28
20963;APPLE BATH SPONGE;3729,29;3038;80,30
22782;SET 3 WICKER STORAGE BASKETS ;3712,30;254;80,33
22797;CHEST OF DRAWERS GINGHAM HEART ;3711,24;222;80,35
22800;ANTIQUE TALL SWIRLGLASS TRINKET POT;3709,63;1003;80,37
21714;CITRONELLA CANDLE GARDEN POT;3707,37;3357;80,39
85040B;SET/4 BLUE FLOWER CANDLES IN BOWL;3703,95;2415;80,41
21810;CHRISTMAS HANGING STAR WITH BELL;3698,65;6281;80,44
23309;SET OF 60 I LOVE LONDON CAKE CASES ;3697,70;7670;80,46
23351;ROLL WRAP 50'S CHRISTMAS;3694,02;3054;80,48
